shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
125,24.46137,39.60175,42,
125,24.46142,39.60189,43,
125,24.4615,39.60203,44,
125,24.46164,39.60211,45,
125,24.46178,39.60219,46,
125,24.46203,39.60223,47,
125,24.4624,39.60227,48,
125,24.46266,39.60236,49,
125,24.46286,39.60252,50,
125,24.46304,39.60274,51,
125,24.4632,39.60299,52,
125,24.46333,39.6032,53,
125,24.46334,39.60334,54,
125,24.46318,39.60369,55,
125,24.46302,39.60415,56,
125,24.46297,39.6046,57,
125,24.46301,39.60545,58,
125,24.46317,39.60694,59,
125,24.46311,39.61095,60,
125,24.46309,39.61299,61,
125,24.46303,39.61502,62,
125,24.46325,39.61575,63,
125,24.46365,39.61666,64,
125,24.46472,39.61797,65,
125,24.46555,39.61889,66,
125,24.46626,39.61933,67,
125,24.46698,39.61967,68,
125,24.46766,39.61976,69,
125,24.46821,39.61982,70,
125,24.46829,39.61968,71,
125,24.46831,39.61954,72,
125,24.46828,39.61943,73,
125,24.46812,39.61936,74,
125,24.46776,39.61934,75,
125,24.46705,39.61916,76,
125,24.46634,39.61888,77,
125,24.46563,39.61839,78,
125,24.46497,39.61776,79,
125,24.46465,39.61741,80,
125,24.46427,39.61697,81,
125,24.46362,39.61589,82,
125,24.4633,39.61509,83,
125,24.46325,39.61456,84,
125,24.46327,39.61401,85,
125,24.46329,39.61291,86,
125,24.46337,39.61064,87,
125,24.46557,39.61065,88,
125,24.46563,39.61051,89,
125,24.46556,39.61036,90,
125,24.46555,39.60946,91,
125,24.46555,39.60851,92,
125,24.4655,39.60805,93,
125,24.46541,39.60773,94,
125,24.46525,39.60744,95,
126,24.46525,39.60744,1,
126,24.46519,39.60734,2,
126,24.46501,39.60722,3,
126,24.4648,39.60717,4,
126,24.46428,39.60716,5,
126,24.46381,39.60717,6,
126,24.46362,39.60716,7,
126,24.46344,39.60714,8,
126,24.46334,39.60711,9,
126,24.46331,39.60649,10,
126,24.46322,39.60452,11,
126,24.46325,39.60429,12,
126,24.46333,39.604,13,
126,24.46345,39.60373,14,
126,24.4637,39.60342,15,
126,24.46409,39.60313,16,
126,24.46447,39.60291,17,
126,24.46478,39.60277,18,
126,24.46522,39.60266,19,
126,24.46585,39.60255,20,
126,24.46593,39.6025,21,
126,24.46594,39.60238,22,
126,24.4659,39.60223,23,
126,24.46582,39.60215,24,
126,24.46529,39.60225,25,
126,24.46484,39.60235,26,
126,24.46442,39.60249,27,
126,24.46398,39.6027,28,
126,24.46371,39.60289,29,
126,24.46348,39.60287,30,
126,24.4634,39.60281,31,
126,24.46296,39.60223,32,
126,24.46258,39.60173,33,
126,24.46227,39.60154,34,
126,24.46209,39.60148,35,
126,24.46188,39.60143,36,
126,24.46168,39.60141,37,
126,24.46153,39.60135,38,
126,24.46137,39.60118,39,
126,24.46105,39.60081,40,
126,24.46064,39.60029,41,
126,24.45987,39.59944,42,
126,24.45952,39.59907,43,
126,24.45822,39.59763,44,
126,24.45724,39.59652,45,
126,24.45625,39.59543,46,
126,24.45583,39.59493,47,
126,24.45555,39.59453,48,
126,24.45514,39.59368,49,
126,24.45446,39.59212,50,
126,24.45414,39.59139,51,
126,24.45405,39.59108,52,
126,24.45411,39.5907,53,
126,24.45432,39.59026,54,
126,24.45426,39.58999,55,
126,24.45399,39.58975,56,
126,24.45365,39.58974,57,
126,24.45331,39.58988,58,
126,24.45308,39.59012,59,
126,24.45288,39.59041,60,
126,24.45213,39.59091,61,
126,24.44878,39.59297,62,
126,24.4485,39.59316,63,
126,24.44825,39.59344,64,
126,24.44788,39.59376,65,
126,24.44621,39.59477,66,
126,24.44528,39.59538,67,
126,24.44421,39.59602,68,
126,24.44272,39.59692,69,
126,24.44129,39.59778,70,
126,24.43962,39.59888,71,
126,24.43719,39.60032,72,
126,24.43667,39.60065,73,
126,24.43617,39.60085,74,
126,24.43598,39.60093,75,
126,24.4357,39.60098,76,
126,24.43544,39.60095,77,
126,24.43524,39.60084,78,
126,24.4351,39.60064,79,
126,24.43504,39.60039,80,
126,24.43503,39.60012,81,
126,24.43517,39.59985,82,
126,24.43534,39.59973,83,
126,24.43566,39.59962,84,
126,24.43593,39.59969,85,
126,24.43616,39.59989,86,
126,24.43638,39.60016,87,
126,24.43753,39.60547,88,
126,24.4385,39.60986,89,
126,24.43902,39.61231,90,
126,24.43937,39.61451,91,
126,24.43959,39.61543,92,
126,24.43972,39.61601,93,
126,24.43864,39.61639,94,
126,24.4379,39.61688,95,
126,24.43794,39.61702,96,
126,24.43839,39.6168,97,
126,24.43851,39.61686,98,
127,24.43851,39.61664,1,
127,24.4389,39.61641,2,
127,24.43969,39.61622,3,
127,24.44001,39.61615,4,
127,24.44013,39.6161,5,
127,24.44008,39.61584,6,
127,24.43993,39.61515,7,
127,24.43987,39.61487,8,
127,24.43966,39.61396,9,
127,24.43947,39.613,10,
127,24.43927,39.61208,11,
127,24.43888,39.61018,12,
127,24.43847,39.60831,13,
127,24.43806,39.60645,14,
127,24.43786,39.60553,15,
127,24.43772,39.60484,16,
127,24.4377,39.60456,17,
127,24.43769,39.60429,18,
127,24.43773,39.60401,19,
127,24.43803,39.60311,20,
127,24.43821,39.60265,21,
127,24.43837,39.60218,22,
127,24.43885,39.60092,23,
127,24.43924,39.60001,24,
127,24.43936,39.59976,25,
127,24.43973,39.59931,26,
127,24.43998,39.59911,27,
127,24.44169,39.59804,28,
127,24.44399,39.59661,29,
127,24.44511,39.59593,30,
127,24.44599,39.59522,31,
127,24.44699,39.59455,32,
127,24.44848,39.59364,33,
127,24.45035,39.59252,34,
127,24.45411,39.59021,35,
127,24.45598,39.58907,36,
127,24.4579,39.58787,37,
127,24.45974,39.58668,38,
127,24.46065,39.58616,39,
127,24.46136,39.58595,40,
127,24.4633,39.58487,41,
127,24.46484,39.58397,42,
127,24.46564,39.58358,43,
127,24.46644,39.58327,44,
127,24.46666,39.58327,45,
127,24.46684,39.58347,46,
127,24.46693,39.58392,47,
127,24.46692,39.58643,48,
127,24.46701,39.58819,49,
127,24.46706,39.58923,50,
127,24.46704,39.59266,51,
127,24.46703,39.59463,52,
127,24.467,39.59739,53,
127,24.46696,39.59964,54,
127,24.46695,39.60133,55,
127,24.46693,39.60174,56,
127,24.46678,39.6021,57,
127,24.46634,39.60221,58,
127,24.46624,39.6023,59,
127,24.46625,39.60246,60,
127,24.46635,39.60257,61,
127,24.46661,39.60252,62,
127,24.46689,39.60252,63,
127,24.46717,39.60269,64,
127,24.46728,39.60298,65,
127,24.4673,39.60659,66,
128,24.46728,39.60657,1,
128,24.46728,39.60681,2,
128,24.46737,39.60687,3,
128,24.46745,39.60688,4,
128,24.46748,39.60679,5,
128,24.46748,39.60649,6,
128,24.46747,39.60613,7,
128,24.46745,39.60504,8,
128,24.46746,39.60491,9,
128,24.46749,39.6048,10,
128,24.46748,39.60469,11,
128,24.46748,39.60418,12,
128,24.46749,39.60323,13,
128,24.46749,39.60296,14,
128,24.46755,39.60276,15,
128,24.46763,39.60263,16,
128,24.46781,39.6025,17,
128,24.46821,39.6025,18,
128,24.46839,39.6025,19,
128,24.46846,39.60239,20,
128,24.46848,39.60227,21,
128,24.46842,39.6021,22,
128,24.46827,39.60204,23,
128,24.46795,39.602,24,
128,24.46761,39.602,25,
128,24.46743,39.60198,26,
128,24.46732,39.60187,27,
128,24.46724,39.60175,28,
128,24.46717,39.60161,29,
128,24.46715,39.6012,30,
128,24.46715,39.60103,31,
128,24.46715,39.60059,32,
128,24.46718,39.59636,33,
128,24.46719,39.59398,34,
128,24.46722,39.59059,35,
128,24.46723,39.59011,36,
128,24.46723,39.58963,37,
128,24.46731,39.58847,38,
128,24.46734,39.5881,39,
128,24.46736,39.58627,40,
128,24.46736,39.58432,41,
128,24.46737,39.58394,42,
128,24.46744,39.5836,43,
128,24.46755,39.58335,44,
128,24.46773,39.58308,45,
128,24.46784,39.5828,46,
128,24.46785,39.58257,47,
128,24.46782,39.58232,48,
128,24.46768,39.58218,49,
128,24.46748,39.58198,50,
128,24.46723,39.58188,51,
128,24.46697,39.58191,52,
128,24.46673,39.58201,53,
128,24.46654,39.58225,54,
128,24.46641,39.58246,55,
128,24.46616,39.58263,56,
128,24.46564,39.5829,57,
128,24.46504,39.58318,58,
128,24.46411,39.58366,59,
128,24.46102,39.58548,60,
128,24.4605,39.58595,61,
128,24.45924,39.58681,62,
128,24.45772,39.58774,63,
128,24.45615,39.58876,64,
128,24.45531,39.58928,65,
128,24.45095,39.59191,66,
128,24.45,39.5925,67,
128,24.44902,39.5931,68,
128,24.44742,39.59404,69,
128,24.4421,39.59729,70,
128,24.43989,39.59867,71,
128,24.43782,39.6,72,
128,24.43679,39.60059,73,
128,24.43614,39.60089,74,
128,24.43562,39.60102,75,
128,24.43523,39.60084,76,
128,24.43509,39.60058,77,
128,24.43505,39.6003,78,
128,24.43511,39.59998,79,
128,24.43538,39.59972,80,
128,24.43571,39.59963,81,
128,24.43599,39.59974,82,
128,24.43621,39.59998,83,
128,24.43634,39.60021,84,
128,24.43643,39.60049,85,
128,24.43653,39.6009,86,
128,24.43681,39.60219,87,
128,24.43734,39.60446,88,
128,24.43807,39.6079,89,
128,24.43823,39.60866,90,
128,24.43915,39.61281,91,
128,24.43981,39.61586,92,
128,24.43984,39.61604,93,
128,24.43907,39.61619,94,
128,24.43846,39.61648,95,
128,24.43789,39.61687,96,
128,24.43792,39.61703,97,
128,24.43836,39.61681,98,
128,24.43852,39.61684,99,
129,24.50055,39.6115,1,
129,24.5006,39.61085,2,
129,24.50057,39.61072,3,
129,24.50049,39.61061,4,
129,24.50029,39.61045,5,
129,24.5001,39.61056,6,
129,24.49995,39.61068,7,
129,24.49986,39.61071,8,
129,24.49976,39.61076,9,
129,24.49966,39.61082,10,
129,24.49953,39.61091,11,
129,24.49922,39.61109,12,
129,24.49884,39.61119,13,
129,24.49843,39.61122,14,
129,24.49804,39.61122,15,
129,24.49731,39.61122,16,
129,24.49718,39.61121,17,
129,24.49705,39.61116,18,
129,24.49684,39.61096,19,
129,24.49671,39.6107,20,
129,24.49657,39.60992,21,
129,24.49647,39.60911,22,
129,24.49635,39.60796,23,
129,24.49629,39.60712,24,
129,24.49624,39.60637,25,
129,24.4962,39.60549,26,
129,24.49617,39.60495,27,
129,24.49614,39.60431,28,
129,24.4961,39.60375,29,
129,24.49607,39.60322,30,
129,24.49601,39.60233,31,
129,24.49599,39.60158,32,
129,24.49593,39.60106,33,
129,24.49586,39.5997,34,
129,24.49576,39.59874,35,
129,24.49547,39.59742,36,
129,24.49498,39.59587,37,
129,24.49438,39.59446,38,
129,24.49381,39.59342,39,
129,24.49321,39.5924,40,
129,24.49283,39.59185,41,
129,24.49241,39.59133,42,
129,24.4916,39.59042,43,
129,24.49099,39.58986,44,
129,24.49064,39.58959,45,
129,24.49036,39.58936,46,
129,24.48927,39.58855,47,
129,24.48807,39.5878,48,
129,24.48781,39.58759,49,
129,24.48769,39.58741,50,
129,24.48768,39.58707,51,
129,24.48868,39.58417,52,
129,24.48898,39.58329,53,
129,24.48908,39.58286,54,
129,24.4891,39.58241,55,
129,24.48905,39.58158,56,
129,24.48899,39.58094,57,
129,24.48888,39.58037,58,
129,24.48872,39.57976,59,
129,24.48847,39.5791,60,
129,24.48818,39.57846,61,
129,24.48771,39.57757,62,
129,24.48729,39.57698,63,
129,24.48692,39.57649,64,
129,24.48663,39.57611,65,
129,24.48648,39.5759,66,
129,24.48642,39.57582,67,
129,24.48634,39.57585,68,
129,24.48623,39.57608,69,
129,24.48545,39.57742,70,
129,24.48523,39.57781,71,
129,24.48498,39.57824,72,
129,24.48465,39.57884,73,
129,24.48433,39.57942,74,
129,24.48318,39.5811,75,
129,24.48303,39.58139,76,
129,24.48294,39.58165,77,
129,24.48229,39.58244,78,
129,24.48161,39.58319,79,
129,24.48121,39.58355,80,
129,24.48104,39.58361,81,
129,24.48081,39.58361,82,
129,24.48058,39.58357,83,
129,24.48029,39.58361,84,
129,24.48012,39.58372,85,
129,24.47998,39.58394,86,
129,24.48001,39.58433,87,
129,24.47994,39.58466,88,
129,24.47939,39.58522,89,
129,24.47867,39.58585,90,
129,24.47818,39.5863,91,
129,24.47766,39.58684,92,
129,24.47722,39.58768,93,
129,24.47702,39.58844,94,
129,24.477,39.5888,95,
129,24.47701,39.58919,96,
129,24.47712,39.59099,97,
129,24.47736,39.59472,98,
129,24.47738,39.59494,99,
129,24.47738,39.59518,100,
129,24.47738,39.59534,101,
129,24.47727,39.59542,102,
129,24.47682,39.59542,103,
129,24.47658,39.59541,104,
129,24.47643,39.5954,105,
129,24.4764,39.59528,106,
129,24.4764,39.595,107,
129,24.47639,39.59488,108,
129,24.47646,39.5948,109,
129,24.47681,39.59479,110,
129,24.47718,39.59482,111,
129,24.47748,39.59489,112,
129,24.47749,39.5944,113,
129,24.47745,39.59377,114,
129,24.47738,39.59267,115,
129,24.47726,39.59086,116,
129,24.47716,39.58925,117,
129,24.47716,39.5887,118,
129,24.47727,39.58808,119,
129,24.47748,39.58751,120,
129,24.47774,39.58701,121,
129,24.47806,39.58663,122,
129,24.47839,39.58633,123,
129,24.47922,39.5856,124,
129,24.47962,39.58525,125,
129,24.48006,39.58483,126,
129,24.48047,39.58464,127,
129,24.48068,39.58464,128,
129,24.4809,39.58468,129,
129,24.48116,39.58465,130,
129,24.48143,39.58449,131,
129,24.48153,39.58419,132,
129,24.48147,39.58391,133,
129,24.48125,39.58376,134,
129,24.48101,39.58367,135,
129,24.48034,39.58352,136,
129,24.48001,39.58344,137,
129,24.47916,39.58301,138,
129,24.47861,39.58277,139,
129,24.47804,39.58258,140,
129,24.47732,39.58232,141,
129,24.47637,39.58225,142,
129,24.47556,39.58209,143,
129,24.47467,39.58195,144,
129,24.47396,39.58183,145,
129,24.47345,39.58179,146,
129,24.47312,39.58176,147,
129,24.47276,39.58176,148,
129,24.47202,39.58177,149,
129,24.47084,39.58184,150,
129,24.46992,39.58193,151,
129,24.46902,39.58206,152,
129,24.46823,39.58225,153,
129,24.46687,39.58262,154,
129,24.46554,39.58317,155,
129,24.4646,39.58358,156,
129,24.46271,39.58471,157,
129,24.45892,39.58697,158,
129,24.45518,39.58934,159,
129,24.44683,39.59442,160,
129,24.44093,39.59801,161,
129,24.43861,39.59949,162,
129,24.43759,39.60011,163,
129,24.43656,39.60072,164,
129,24.43592,39.60095,165,
129,24.43553,39.60099,166,
129,24.43521,39.60081,167,
129,24.43505,39.60053,168,
129,24.43503,39.60021,169,
129,24.43512,39.59993,170,
129,24.43531,39.59974,171,
129,24.43556,39.59965,172,
129,24.43585,39.59966,173,
129,24.43613,39.59983,174,
129,24.43638,39.60023,175,
129,24.4368,39.60217,176,
129,24.43722,39.60405,177,
129,24.43843,39.61007,178,
129,24.43878,39.61183,179,
129,24.43917,39.61364,180,
129,24.43972,39.61603,181,
129,24.43856,39.61643,182,
129,24.43787,39.6169,183,
129,24.43794,39.61702,184,
129,24.43823,39.61686,185,
129,24.43848,39.61687,186,
130,24.43867,39.61654,1,
130,24.4393,39.61631,2,
130,24.43976,39.6162,3,
130,24.44014,39.61612,4,
130,24.43997,39.61535,5,
130,24.43907,39.61107,6,
130,24.43859,39.60892,7,
130,24.43836,39.60782,8,
130,24.43805,39.60641,9,
130,24.43781,39.60534,10,
130,24.4377,39.60474,11,
130,24.43769,39.60425,12,
130,24.43773,39.60393,13,
130,24.43785,39.60362,14,
130,24.43856,39.60168,15,
130,24.43896,39.60065,16,
130,24.43923,39.60004,17,
130,24.4394,39.5997,18,
130,24.43974,39.59929,19,
130,24.43999,39.59909,20,
130,24.44184,39.59795,21,
130,24.44369,39.5968,22,
130,24.44923,39.5934,23,
130,24.45073,39.59232,24,
130,24.45227,39.59132,25,
130,24.4552,39.58953,26,
130,24.46181,39.58547,27,
130,24.46429,39.58401,28,
130,24.46618,39.58303,29,
130,24.46758,39.58256,30,
130,24.46902,39.58223,31,
130,24.47153,39.58198,32,
130,24.47407,39.58201,33,
130,24.47762,39.58276,34,
130,24.48063,39.5841,35,
130,24.48558,39.58682,36,
130,24.49074,39.59016,37,
130,24.49257,39.59206,38,
130,24.49394,39.59434,39,
130,24.49472,39.5964,40,
130,24.49507,39.59771,41,
130,24.49554,39.60098,42,
130,24.49546,39.60276,43,
130,24.49544,39.60469,44,
130,24.49564,39.6078,45,
130,24.49576,39.60953,46,
130,24.49591,39.61043,47,
130,24.49594,39.61091,48,
130,24.49587,39.61114,49,
130,24.49483,39.61119,50,
130,24.49332,39.61116,51,
130,24.49245,39.61109,52,
130,24.49173,39.61104,53,
130,24.49163,39.61112,54,
130,24.49159,39.61128,55,
130,24.49175,39.61148,56,
130,24.4948,39.6114,57,
130,24.49765,39.61139,58,
130,24.49873,39.61141,59,
130,24.49944,39.61161,60,
130,24.49985,39.61192,61,
130,24.50017,39.61224,62,
130,24.50038,39.61224,63,
130,24.50054,39.61205,64,
130,24.50055,39.6115,65,
50,24.47465,39.69977,1,
50,24.47473,39.70076,2,
50,24.47479,39.70154,3,
50,24.47492,39.70176,4,
50,24.47504,39.70195,5,
50,24.47512,39.7021,6,
50,24.47518,39.70289,7,
50,24.47523,39.70345,8,
50,24.47531,39.70438,9,
50,24.47539,39.70524,10,
50,24.47547,39.70617,11,
50,24.4755,39.70668,12,
50,24.4755,39.70691,13,
50,24.47549,39.70706,14,
50,24.47542,39.70743,15,
50,24.47531,39.70776,16,
50,24.47514,39.70809,17,
50,24.47503,39.70845,18,
50,24.47507,39.70876,19,
50,24.47518,39.70895,20,
50,24.47534,39.70912,21,
50,24.47554,39.70922,22,
50,24.47573,39.70925,23,
50,24.4759,39.70923,24,
50,24.47607,39.70916,25,
50,24.47621,39.70904,26,
50,24.47634,39.70889,27,
50,24.4764,39.70866,28,
50,24.47641,39.70846,29,
50,24.47639,39.70825,30,
50,24.47633,39.70808,31,
50,24.47622,39.70796,32,
50,24.4761,39.70786,33,
50,24.47601,39.70777,34,
50,24.47586,39.70738,35,
50,24.47573,39.70699,36,
50,24.47564,39.70629,37,
50,24.4756,39.70562,38,
50,24.47553,39.70491,39,
50,24.47548,39.7042,40,
50,24.47505,39.69873,41,
50,24.47491,39.69679,42,
50,24.47475,39.69486,43,
50,24.47454,39.69199,44,
50,24.4744,39.69008,45,
50,24.47431,39.68911,46,
50,24.47421,39.68807,47,
50,24.47415,39.6872,48,
50,24.47409,39.68648,49,
50,24.47377,39.68237,50,
50,24.47347,39.67855,51,
50,24.47331,39.67661,52,
50,24.4731,39.67372,53,
50,24.47302,39.67273,54,
50,24.47294,39.67181,55,
50,24.47285,39.67084,56,
50,24.47269,39.66893,57,
50,24.47253,39.667,58,
50,24.47235,39.66506,59,
50,24.47226,39.66412,60,
50,24.47218,39.6632,61,
50,24.47216,39.66294,62,
50,24.47223,39.66264,63,
50,24.47232,39.66245,64,
50,24.47239,39.66231,65,
50,24.47247,39.66213,66,
50,24.47256,39.662,67,
50,24.47264,39.66183,68,
50,24.4727,39.66168,69,
50,24.47273,39.66154,70,
50,24.47275,39.66138,71,
50,24.47276,39.66124,72,
50,24.47272,39.66109,73,
50,24.47266,39.66093,74,
50,24.47258,39.66081,75,
50,24.47247,39.6607,76,
50,24.47239,39.66065,77,
50,24.47227,39.6606,78,
50,24.47217,39.66056,79,
50,24.47207,39.66045,80,
50,24.47197,39.66033,81,
50,24.47194,39.66022,82,
50,24.47193,39.66003,83,
50,24.47193,39.65984,84,
50,24.47189,39.65927,85,
50,24.47175,39.65734,86,
50,24.47158,39.65544,87,
50,24.47141,39.65347,88,
50,24.47125,39.65155,89,
50,24.47119,39.65062,90,
50,24.4711,39.64962,91,
50,24.47076,39.64514,92,
50,24.47057,39.6429,93,
50,24.47031,39.63984,94,
50,24.47003,39.63619,95,
50,24.4699,39.63472,96,
50,24.46976,39.63278,97,
50,24.46967,39.63179,98,
50,24.46963,39.63129,99,
50,24.46962,39.63095,100,
50,24.46964,39.63081,101,
50,24.46964,39.63065,102,
50,24.46958,39.63007,103,
50,24.46945,39.62878,104,
50,24.46929,39.62687,105,
50,24.46915,39.62487,106,
50,24.46908,39.62396,107,
50,24.46903,39.62321,108,
50,24.46898,39.62203,109,
50,24.46892,39.62105,110,
50,24.46884,39.62009,111,
50,24.46881,39.61978,112,
50,24.46878,39.6196,113,
50,24.46864,39.61948,114,
50,24.46851,39.61939,115,
50,24.46838,39.61934,116,
50,24.46821,39.61934,117,
50,24.46804,39.61936,118,
50,24.46772,39.61932,119,
50,24.46706,39.61917,120,
50,24.46654,39.61897,121,
50,24.46606,39.61871,122,
50,24.46543,39.61824,123,
50,24.4648,39.61764,124,
50,24.46466,39.61748,125,
50,24.46448,39.61734,126,
50,24.4643,39.61719,127,
50,24.46411,39.61689,128,
50,24.46395,39.61666,129,
50,24.46377,39.61638,130,
50,24.46351,39.61591,131,
50,24.46342,39.6157,132,
50,24.46332,39.6155,133,
50,24.46322,39.61523,134,
50,24.46317,39.61496,135,
50,24.46313,39.61463,136,
50,24.46313,39.61412,137,
50,24.46314,39.61348,138,
50,24.46317,39.61225,139,
50,24.46319,39.61104,140,
50,24.46323,39.6091,141,
50,24.46326,39.60815,142,
50,24.46325,39.60719,143,
50,24.46319,39.60596,144,
